guid/image/axis,value
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0031/z,2.2112534
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0032/x,10.168143
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0032/y,-1.6115091
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0032/z,17.665611
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0033/x,18.999279
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0033/y,-2.641675
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0033/z,29.574635
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0034/x,11.745513
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0034/y,-3.5717814
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0034/z,42.681892
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0035/x,15.394213
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0035/y,-2.259751
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0035/z,24.015726
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0036/x,11.337809
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0036/y,-3.925208
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0036/z,48.50617
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0037/x,11.337809
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0037/y,-3.925208
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0037/z,48.50617
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0038/x,11.337809
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0038/y,-3.925208
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0038/z,48.50617
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0039/x,11.337809
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0039/y,-3.925208
6ae0e4de-424a-4af4-84c9-5a369bb2272d/0039/z,48.50617
6f78d64c-981e-4049-b93f-d1c823d57a98/0000/x,0.28576794
6f78d64c-981e-4049-b93f-d1c823d57a98/0000/y,-2.1359665
6f78d64c-981e-4049-b93f-d1c823d57a98/0000/z,28.607384
6f78d64c-981e-4049-b93f-d1c823d57a98/0001/x,-0.19609563
6f78d64c-981e-4049-b93f-d1c823d57a98/0001/y,-1.9896064
6f78d64c-981e-4049-b93f-d1c823d57a98/0001/z,23.76363
6f78d64c-981e-4049-b93f-d1c823d57a98/0002/x,0.046280388
6f78d64c-981e-4049-b93f-d1c823d57a98/0002/y,-1.1446332
6f78d64c-981e-4049-b93f-d1c823d57a98/0002/z,13.364473
6f78d64c-981e-4049-b93f-d1c823d57a98/0003/x,0.31155288
6f78d64c-981e-4049-b93f-d1c823d57a98/0003/y,-0.9636876
6f78d64c-981e-4049-b93f-d1c823d57a98/0003/z,11.5922365
6f78d64c-981e-4049-b93f-d1c823d57a98/0004/x,0.15723978
6f78d64c-981e-4049-b93f-d1c823d57a98/0004/y,-0.9812587
6f78d64c-981e-4049-b93f-d1c823d57a98/0004/z,11.520224
6f78d64c-981e-4049-b93f-d1c823d57a98/0005/x,0.14971353
6f78d64c-981e-4049-b93f-d1c823d57a98/0005/y,-0.9774237
6f78d64c-981e-4049-b93f-d1c823d57a98/0005/z,11.56635
6f78d64c-981e-4049-b93f-d1c823d57a98/0006/x,0.08163971
6f78d64c-981e-4049-b93f-d1c823d57a98/0006/y,-0.98143405
6f78d64c-981e-4049-b93f-d1c823d57a98/0006/z,11.55046
6f78d64c-981e-4049-b93f-d1c823d57a98/0007/x,0.1912847
6f78d64c-981e-4049-b93f-d1c823d57a98/0007/y,-0.9787197
6f78d64c-981e-4049-b93f-d1c823d57a98/0007/z,11.535113
6f78d64c-981e-4049-b93f-d1c823d57a98/0008/x,0.0915396
6f78d64c-981e-4049-b93f-d1c823d57a98/0008/y,-0.98030686
6f78d64c-981e-4049-b93f-d1c823d57a98/0008/z,11.515393
6f78d64c-981e-4049-b93f-d1c823d57a98/0009/x,0.11168696
6f78d64c-981e-4049-b93f-d1c823d57a98/0009/y,-0.9876849
6f78d64c-981e-4049-b93f-d1c823d57a98/0009/z,11.545579
6f78d64c-981e-4049-b93f-d1c823d57a98/0010/x,0.3137411
6f78d64c-981e-4049-b93f-d1c823d57a98/0010/y,-0.9924921
6f78d64c-981e-4049-b93f-d1c823d57a98/0010/z,11.570775
6f78d64c-981e-4049-b93f-d1c823d57a98/0011/x,-0.10478596
6f78d64c-981e-4049-b93f-d1c823d57a98/0011/y,-1.3251363
6f78d64c-981e-4049-b93f-d1c823d57a98/0011/z,13.029722
6f78d64c-981e-4049-b93f-d1c823d57a98/0012/x,-0.04246251
6f78d64c-981e-4049-b93f-d1c823d57a98/0012/y,-0.7996853
6f78d64c-981e-4049-b93f-d1c823d57a98/0012/z,8.933566
6f78d64c-981e-4049-b93f-d1c823d57a98/0013/x,-0.8363804
6f78d64c-981e-4049-b93f-d1c823d57a98/0013/y,-1.0894709
6f78d64c-981e-4049-b93f-d1c823d57a98/0013/z,13.480962
6f78d64c-981e-4049-b93f-d1c823d57a98/0014/x,-6.311403
6f78d64c-981e-4049-b93f-d1c823d57a98/0014/y,-0.8607838
6f78d64c-981e-4049-b93f-d1c823d57a98/0014/z,14.444373
6f78d64c-981e-4049-b93f-d1c823d57a98/0015/x,-7.724369
6f78d64c-981e-4049-b93f-d1c823d57a98/0015/y,-3.4406908
6f78d64c-981e-4049-b93f-d1c823d57a98/0015/z,33.01061
6f78d64c-981e-4049-b93f-d1c823d57a98/0016/x,-10.431595
6f78d64c-981e-4049-b93f-d1c823d57a98/0016/y,-0.434069
6f78d64c-981e-4049-b93f-d1c823d57a98/0016/z,8.554242
6f78d64c-981e-4049-b93f-d1c823d57a98/0017/x,-5.6829214
6f78d64c-981e-4049-b93f-d1c823d57a98/0017/y,-0.26401293
6f78d64c-981e-4049-b93f-d1c823d57a98/0017/z,6.9828773
6f78d64c-981e-4049-b93f-d1c823d57a98/0018/x,-7.4227467
6f78d64c-981e-4049-b93f-d1c823d57a98/0018/y,-3.619216
6f78d64c-981e-4049-b93f-d1c823d57a98/0018/z,47.521687
6f78d64c-981e-4049-b93f-d1c823d57a98/0019/x,-4.6259465
6f78d64c-981e-4049-b93f-d1c823d57a98/0019/y,0.06707395
6f78d64c-981e-4049-b93f-d1c823d57a98/0019/z,3.837596
6f78d64c-981e-4049-b93f-d1c823d57a98/0021/x,-6.5738516
6f78d64c-981e-4049-b93f-d1c823d57a98/0021/y,-3.1150172
6f78d64c-981e-4049-b93f-d1c823d57a98/0021/z,38.927372
6f78d64c-981e-4049-b93f-d1c823d57a98/0023/x,-5.643648
6f78d64c-981e-4049-b93f-d1c823d57a98/0023/y,-0.8139068
6f78d64c-981e-4049-b93f-d1c823d57a98/0023/z,13.717845
6f78d64c-981e-4049-b93f-d1c823d57a98/0024/x,-15.833386
6f78d64c-981e-4049-b93f-d1c823d57a98/0024/y,-1.8295268
6f78d64c-981e-4049-b93f-d1c823d57a98/0024/z,20.946846
6f78d64c-981e-4049-b93f-d1c823d57a98/0025/x,-4.8883095
6f78d64c-981e-4049-b93f-d1c823d57a98/0025/y,-3.6420138
6f78d64c-981e-4049-b93f-d1c823d57a98/0025/z,45.872524
6f78d64c-981e-4049-b93f-d1c823d57a98/0028/x,-2.3776703
6f78d64c-981e-4049-b93f-d1c823d57a98/0028/y,-3.5069766
6f78d64c-981e-4049-b93f-d1c823d57a98/0028/z,43.2599
6f78d64c-981e-4049-b93f-d1c823d57a98/0030/x,-4.7144175
6f78d64c-981e-4049-b93f-d1c823d57a98/0030/y,-1.6642472
6f78d64c-981e-4049-b93f-d1c823d57a98/0030/z,24.07911
6f78d64c-981e-4049-b93f-d1c823d57a98/0031/x,-4.761197
6f78d64c-981e-4049-b93f-d1c823d57a98/0031/y,-2.2144594
6f78d64c-981e-4049-b93f-d1c823d57a98/0031/z,32.722458
6f78d64c-981e-4049-b93f-d1c823d57a98/0033/x,-4.571676
6f78d64c-981e-4049-b93f-d1c823d57a98/0033/y,-0.22926533
6f78d64c-981e-4049-b93f-d1c823d57a98/0033/z,10.330711
6f78d64c-981e-4049-b93f-d1c823d57a98/0034/x,-3.779265
6f78d64c-981e-4049-b93f-d1c823d57a98/0034/y,-3.603899
6f78d64c-981e-4049-b93f-d1c823d57a98/0034/z,45.338905
6f78d64c-981e-4049-b93f-d1c823d57a98/0037/x,-4.609481
6f78d64c-981e-4049-b93f-d1c823d57a98/0037/y,-3.6424484
6f78d64c-981e-4049-b93f-d1c823d57a98/0037/z,40.5472
6f78d64c-981e-4049-b93f-d1c823d57a98/0038/x,9.825126
6f78d64c-981e-4049-b93f-d1c823d57a98/0038/y,-5.468878
6f78d64c-981e-4049-b93f-d1c823d57a98/0038/z,48.533737
6f78d64c-981e-4049-b93f-d1c823d57a98/0041/x,-4.2842755
6f78d64c-981e-4049-b93f-d1c823d57a98/0041/y,-2.479025
6f78d64c-981e-4049-b93f-d1c823d57a98/0041/z,40.605194
6f78d64c-981e-4049-b93f-d1c823d57a98/0042/x,-3.4658937
6f78d64c-981e-4049-b93f-d1c823d57a98/0042/y,-2.2282326
6f78d64c-981e-4049-b93f-d1c823d57a98/0042/z,21.728535
6f78d64c-981e-4049-b93f-d1c823d57a98/0044/x,-2.469443
6f78d64c-981e-4049-b93f-d1c823d57a98/0044/y,-0.10067851
6f78d64c-981e-4049-b93f-d1c823d57a98/0044/z,5.1379457
6f78d64c-981e-4049-b93f-d1c823d57a98/0045/x,2.63236
6f78d64c-981e-4049-b93f-d1c823d57a98/0045/y,-0.23788357
6f78d64c-981e-4049-b93f-d1c823d57a98/0045/z,9.383717
6f78d64c-981e-4049-b93f-d1c823d57a98/0046/x,3.500412
6f78d64c-981e-4049-b93f-d1c823d57a98/0046/y,-1.046981
6f78d64c-981e-4049-b93f-d1c823d57a98/0046/z,19.100803
6f78d64c-981e-4049-b93f-d1c823d57a98/0047/x,5.86647
6f78d64c-981e-4049-b93f-d1c823d57a98/0047/y,-2.083432
6f78d64c-981e-4049-b93f-d1c823d57a98/0047/z,26.505169
6f78d64c-981e-4049-b93f-d1c823d57a98/0048/x,8.432458
6f78d64c-981e-4049-b93f-d1c823d57a98/0048/y,-2.4454224
6f78d64c-981e-4049-b93f-d1c823d57a98/0048/z,33.437607
6f78d64c-981e-4049-b93f-d1c823d57a98/0049/x,2.1118307
6f78d64c-981e-4049-b93f-d1c823d57a98/0049/y,-3.7904947
6f78d64c-981e-4049-b93f-d1c823d57a98/0049/z,43.13658
6f78d64c-981e-4049-b93f-d1c823d57a98/0051/x,-10.1301565
6f78d64c-981e-4049-b93f-d1c823d57a98/0051/y,-3.2137377
6f78d64c-981e-4049-b93f-d1c823d57a98/0051/z,41.832294
6f78d64c-981e-4049-b93f-d1c823d57a98/0052/x,-9.829736
6f78d64c-981e-4049-b93f-d1c823d57a98/0052/y,-3.5985837
6f78d64c-981e-4049-b93f-d1c823d57a98/0052/z,45.941017
6f78d64c-981e-4049-b93f-d1c823d57a98/0054/x,-1.3877705
6f78d64c-981e-4049-b93f-d1c823d57a98/0054/y,0.2196584
6f78d64c-981e-4049-b93f-d1c823d57a98/0054/z,2.6563468
6f78d64c-981e-4049-b93f-d1c823d57a98/0055/x,-7.3496046
6f78d64c-981e-4049-b93f-d1c823d57a98/0055/y,-1.135055
6f78d64c-981e-4049-b93f-d1c823d57a98/0055/z,15.398771
6f78d64c-981e-4049-b93f-d1c823d57a98/0056/x,-3.345096
6f78d64c-981e-4049-b93f-d1c823d57a98/0056/y,-2.2688403
6f78d64c-981e-4049-b93f-d1c823d57a98/0056/z,34.256752
6f78d64c-981e-4049-b93f-d1c823d57a98/0057/x,-1.7205824
6f78d64c-981e-4049-b93f-d1c823d57a98/0057/y,-2.8059318
6f78d64c-981e-4049-b93f-d1c823d57a98/0057/z,40.238876
6f78d64c-981e-4049-b93f-d1c823d57a98/0058/x,-11.423802
6f78d64c-981e-4049-b93f-d1c823d57a98/0058/y,-2.2705348
6f78d64c-981e-4049-b93f-d1c823d57a98/0058/z,33.4209
6f78d64c-981e-4049-b93f-d1c823d57a98/0060/x,-4.4333634
6f78d64c-981e-4049-b93f-d1c823d57a98/0060/y,-3.7482796
6f78d64c-981e-4049-b93f-d1c823d57a98/0060/z,40.50987
6f78d64c-981e-4049-b93f-d1c823d57a98/0061/x,4.459543
6f78d64c-981e-4049-b93f-d1c823d57a98/0061/y,-2.2953598
6f78d64c-981e-4049-b93f-d1c823d57a98/0061/z,26.161795
70255038-5b42-499a-b0b7-618e53977520/0000/x,-8.705965
70255038-5b42-499a-b0b7-618e53977520/0000/y,-0.96530706
70255038-5b42-499a-b0b7-618e53977520/0000/z,15.835063
70255038-5b42-499a-b0b7-618e53977520/0001/x,2.1587033
70255038-5b42-499a-b0b7-618e53977520/0001/y,-1.4434808
70255038-5b42-499a-b0b7-618e53977520/0001/z,22.18659
70255038-5b42-499a-b0b7-618e53977520/0002/x,-0.92588794
70255038-5b42-499a-b0b7-618e53977520/0002/y,-1.741713
70255038-5b42-499a-b0b7-618e53977520/0002/z,25.504179
70255038-5b42-499a-b0b7-618e53977520/0003/x,0.38801235
70255038-5b42-499a-b0b7-618e53977520/0003/y,-1.9132439
70255038-5b42-499a-b0b7-618e53977520/0003/z,27.537462
70255038-5b42-499a-b0b7-618e53977520/0004/x,0.43311825
70255038-5b42-499a-b0b7-618e53977520/0004/y,-0.04821458
70255038-5b42-499a-b0b7-618e53977520/0004/z,6.439699
70255038-5b42-499a-b0b7-618e53977520/0005/x,0.48850188
70255038-5b42-499a-b0b7-618e53977520/0005/y,-0.071047485
70255038-5b42-499a-b0b7-618e53977520/0005/z,7.3797035
70255038-5b42-499a-b0b7-618e53977520/0006/x,0.43865624
70255038-5b42-499a-b0b7-618e53977520/0006/y,-0.23710415
70255038-5b42-499a-b0b7-618e53977520/0006/z,10.284246
70255038-5b42-499a-b0b7-618e53977520/0007/x,0.5960947
70255038-5b42-499a-b0b7-618e53977520/0007/y,-0.49070823
70255038-5b42-499a-b0b7-618e53977520/0007/z,11.772683
70255038-5b42-499a-b0b7-618e53977520/0008/x,0.482522
70255038-5b42-499a-b0b7-618e53977520/0008/y,-0.8817952
70255038-5b42-499a-b0b7-618e53977520/0008/z,15.966329
70255038-5b42-499a-b0b7-618e53977520/0009/x,19.509266
70255038-5b42-499a-b0b7-618e53977520/0009/y,-2.7361114
70255038-5b42-499a-b0b7-618e53977520/0009/z,35.534668
70255038-5b42-499a-b0b7-618e53977520/0010/x,14.369339
70255038-5b42-499a-b0b7-618e53977520/0010/y,-2.7820876
70255038-5b42-499a-b0b7-618e53977520/0010/z,30.554005
70255038-5b42-499a-b0b7-618e53977520/0011/x,-4.0926256
70255038-5b42-499a-b0b7-618e53977520/0011/y,-0.81270945
70255038-5b42-499a-b0b7-618e53977520/0011/z,18.943571
70255038-5b42-499a-b0b7-618e53977520/0014/x,4.513769
70255038-5b42-499a-b0b7-618e53977520/0014/y,-2.5190852
70255038-5b42-499a-b0b7-618e53977520/0014/z,32.942837
70255038-5b42-499a-b0b7-618e53977520/0015/x,-14.224677
70255038-5b42-499a-b0b7-618e53977520/0015/y,-1.7929406
70255038-5b42-499a-b0b7-618e53977520/0015/z,35.068527
70255038-5b42-499a-b0b7-618e53977520/0016/x,-14.224677
70255038-5b42-499a-b0b7-618e53977520/0016/y,-1.7929406
70255038-5b42-499a-b0b7-618e53977520/0016/z,35.068527
70255038-5b42-499a-b0b7-618e53977520/0017/x,-14.764687
70255038-5b42-499a-b0b7-618e53977520/0017/y,-0.87276655
70255038-5b42-499a-b0b7-618e53977520/0017/z,26.304407
70255038-5b42-499a-b0b7-618e53977520/0018/x,4.3861356
70255038-5b42-499a-b0b7-618e53977520/0018/y,0.31968996
70255038-5b42-499a-b0b7-618e53977520/0018/z,3.0256612
70255038-5b42-499a-b0b7-618e53977520/0020/x,16.894773
70255038-5b42-499a-b0b7-618e53977520/0020/y,-1.8609872
70255038-5b42-499a-b0b7-618e53977520/0020/z,25.089035
70255038-5b42-499a-b0b7-618e53977520/0025/x,6.8053308
70255038-5b42-499a-b0b7-618e53977520/0025/y,-4.8728347
70255038-5b42-499a-b0b7-618e53977520/0025/z,41.179703
70255038-5b42-499a-b0b7-618e53977520/0026/x,24.302608
70255038-5b42-499a-b0b7-618e53977520/0026/y,-3.5064905
70255038-5b42-499a-b0b7-618e53977520/0026/z,28.09641
70255038-5b42-499a-b0b7-618e53977520/0027/x,19.950386
70255038-5b42-499a-b0b7-618e53977520/0027/y,-2.9615333
70255038-5b42-499a-b0b7-618e53977520/0027/z,33.262833
70255038-5b42-499a-b0b7-618e53977520/0028/x,12.37344
70255038-5b42-499a-b0b7-618e53977520/0028/y,-3.5112495
70255038-5b42-499a-b0b7-618e53977520/0028/z,37.92503
70255038-5b42-499a-b0b7-618e53977520/0029/x,-8.747072
70255038-5b42-499a-b0b7-618e53977520/0029/y,-2.5534759
70255038-5b42-499a-b0b7-618e53977520/0029/z,30.944706
70255038-5b42-499a-b0b7-618e53977520/0031/x,13.898796
70255038-5b42-499a-b0b7-618e53977520/0031/y,-1.9989971
70255038-5b42-499a-b0b7-618e53977520/0031/z,25.218327
70255038-5b42-499a-b0b7-618e53977520/0032/x,9.125947
70255038-5b42-499a-b0b7-618e53977520/0032/y,-1.5197977
70255038-5b42-499a-b0b7-618e53977520/0032/z,18.842333
702b3144-fd17-42da-a31f-9e1c1c0cb378/0000/x,-8.9787855
702b3144-fd17-42da-a31f-9e1c1c0cb378/0000/y,-1.0472387
702b3144-fd17-42da-a31f-9e1c1c0cb378/0000/z,13.066826
702b3144-fd17-42da-a31f-9e1c1c0cb378/0003/x,-14.9051075
702b3144-fd17-42da-a31f-9e1c1c0cb378/0003/y,-0.27618304
702b3144-fd17-42da-a31f-9e1c1c0cb378/0003/z,17.058455
702b3144-fd17-42da-a31f-9e1c1c0cb378/0007/x,-13.367932
702b3144-fd17-42da-a31f-9e1c1c0cb378/0007/y,-1.0677711
702b3144-fd17-42da-a31f-9e1c1c0cb378/0007/z,25.501543
702b3144-fd17-42da-a31f-9e1c1c0cb378/0009/x,-13.947699
702b3144-fd17-42da-a31f-9e1c1c0cb378/0009/y,-0.583185
702b3144-fd17-42da-a31f-9e1c1c0cb378/0009/z,26.870867
702b3144-fd17-42da-a31f-9e1c1c0cb378/0012/x,-21.9393
702b3144-fd17-42da-a31f-9e1c1c0cb378/0012/y,-1.957659
702b3144-fd17-42da-a31f-9e1c1c0cb378/0012/z,25.990067
702b3144-fd17-42da-a31f-9e1c1c0cb378/0013/x,17.947672
702b3144-fd17-42da-a31f-9e1c1c0cb378/0013/y,-2.5881455
702b3144-fd17-42da-a31f-9e1c1c0cb378/0013/z,31.834135
702b3144-fd17-42da-a31f-9e1c1c0cb378/0014/x,1.424392
702b3144-fd17-42da-a31f-9e1c1c0cb378/0014/y,-0.90179986
702b3144-fd17-42da-a31f-9e1c1c0cb378/0014/z,15.792838
702b3144-fd17-42da-a31f-9e1c1c0cb378/0017/x,15.672081
702b3144-fd17-42da-a31f-9e1c1c0cb378/0017/y,-1.9987148
702b3144-fd17-42da-a31f-9e1c1c0cb378/0017/z,16.280546
702b3144-fd17-42da-a31f-9e1c1c0cb378/0018/x,11.59962
702b3144-fd17-42da-a31f-9e1c1c0cb378/0018/y,-2.968495
702b3144-fd17-42da-a31f-9e1c1c0cb378/0018/z,21.473063
702b3144-fd17-42da-a31f-9e1c1c0cb378/0020/x,-0.6933894
702b3144-fd17-42da-a31f-9e1c1c0cb378/0020/y,-3.1763074
702b3144-fd17-42da-a31f-9e1c1c0cb378/0020/z,41.957832
702b3144-fd17-42da-a31f-9e1c1c0cb378/0021/x,4.7281623
702b3144-fd17-42da-a31f-9e1c1c0cb378/0021/y,-0.5374362
702b3144-fd17-42da-a31f-9e1c1c0cb378/0021/z,18.573753
71c79c68-f592-4a4f-8add-6662ec0123f1/0003/x,15.637046
71c79c68-f592-4a4f-8add-6662ec0123f1/0003/y,-0.7872949
71c79c68-f592-4a4f-8add-6662ec0123f1/0003/z,19.436998
71c79c68-f592-4a4f-8add-6662ec0123f1/0004/x,21.88661
71c79c68-f592-4a4f-8add-6662ec0123f1/0004/y,-1.2398542
71c79c68-f592-4a4f-8add-6662ec0123f1/0004/z,24.060549
71c79c68-f592-4a4f-8add-6662ec0123f1/0005/x,21.88661
71c79c68-f592-4a4f-8add-6662ec0123f1/0005/y,-1.2398542
71c79c68-f592-4a4f-8add-6662ec0123f1/0005/z,24.060549
71c79c68-f592-4a4f-8add-6662ec0123f1/0006/x,21.967918
71c79c68-f592-4a4f-8add-6662ec0123f1/0006/y,-0.74074215
71c79c68-f592-4a4f-8add-6662ec0123f1/0006/z,22.460894
71c79c68-f592-4a4f-8add-6662ec0123f1/0008/x,-16.616632
71c79c68-f592-4a4f-8add-6662ec0123f1/0008/y,-1.7219352
71c79c68-f592-4a4f-8add-6662ec0123f1/0008/z,25.255035
71c79c68-f592-4a4f-8add-6662ec0123f1/0009/x,-2.03392
71c79c68-f592-4a4f-8add-6662ec0123f1/0009/y,-3.0925665
71c79c68-f592-4a4f-8add-6662ec0123f1/0009/z,43.623558
71c79c68-f592-4a4f-8add-6662ec0123f1/0010/x,-7.8996816
71c79c68-f592-4a4f-8add-6662ec0123f1/0010/y,-1.3015243
71c79c68-f592-4a4f-8add-6662ec0123f1/0010/z,20.831133
71c79c68-f592-4a4f-8add-6662ec0123f1/0011/x,-17.97843
71c79c68-f592-4a4f-8add-6662ec0123f1/0011/y,-3.3055742
71c79c68-f592-4a4f-8add-6662ec0123f1/0011/z,45.26723
71c79c68-f592-4a4f-8add-6662ec0123f1/0012/x,-17.8281
71c79c68-f592-4a4f-8add-6662ec0123f1/0012/y,-2.8996115
71c79c68-f592-4a4f-8add-6662ec0123f1/0012/z,42.64226
71c79c68-f592-4a4f-8add-6662ec0123f1/0013/x,-11.174888
71c79c68-f592-4a4f-8add-6662ec0123f1/0013/y,-0.80540377
71c79c68-f592-4a4f-8add-6662ec0123f1/0013/z,19.032816
71c79c68-f592-4a4f-8add-6662ec0123f1/0014/x,6.933081
71c79c68-f592-4a4f-8add-6662ec0123f1/0014/y,-3.8459687
71c79c68-f592-4a4f-8add-6662ec0123f1/0014/z,44.52155
71c79c68-f592-4a4f-8add-6662ec0123f1/0015/x,7.146683
71c79c68-f592-4a4f-8add-6662ec0123f1/0015/y,-1.9890109
71c79c68-f592-4a4f-8add-6662ec0123f1/0015/z,30.129387
71c79c68-f592-4a4f-8add-6662ec0123f1/0016/x,3.3126843
71c79c68-f592-4a4f-8add-6662ec0123f1/0016/y,-0.4189027
71c79c68-f592-4a4f-8add-6662ec0123f1/0016/z,9.210249
71c79c68-f592-4a4f-8add-6662ec0123f1/0017/x,3.1636138
71c79c68-f592-4a4f-8add-6662ec0123f1/0017/y,-0.6060856
71c79c68-f592-4a4f-8add-6662ec0123f1/0017/z,13.474227
71c79c68-f592-4a4f-8add-6662ec0123f1/0019/x,20.30966
71c79c68-f592-4a4f-8add-6662ec0123f1/0019/y,-0.69125575
71c79c68-f592-4a4f-8add-6662ec0123f1/0019/z,39.808918
71c79c68-f592-4a4f-8add-6662ec0123f1/0020/x,-10.877947
71c79c68-f592-4a4f-8add-6662ec0123f1/0020/y,0.66252357
71c79c68-f592-4a4f-8add-6662ec0123f1/0020/z,19.565802
71c79c68-f592-4a4f-8add-6662ec0123f1/0021/x,-10.963382
71c79c68-f592-4a4f-8add-6662ec0123f1/0021/y,-2.604608
71c79c68-f592-4a4f-8add-6662ec0123f1/0021/z,23.45177
71c79c68-f592-4a4f-8add-6662ec0123f1/0022/x,6.7240367
71c79c68-f592-4a4f-8add-6662ec0123f1/0022/y,-3.1787105
71c79c68-f592-4a4f-8add-6662ec0123f1/0022/z,43.332355
71c79c68-f592-4a4f-8add-6662ec0123f1/0023/x,-0.19364071
71c79c68-f592-4a4f-8add-6662ec0123f1/0023/y,-1.6293538
71c79c68-f592-4a4f-8add-6662ec0123f1/0023/z,21.179493
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0000/x,0.94473886
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0000/y,-0.24719243
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0000/z,12.203519
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0001/x,-0.0064560333
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0001/y,-0.40913928
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0001/z,12.80412
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0002/x,0.6725167
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0002/y,-0.685892
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0002/z,17.197832
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0003/x,0.8598314
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0003/y,-0.46849364
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0003/z,12.449801
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0004/x,0.40056407
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0004/y,-0.57948506
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0004/z,11.701887
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0005/x,0.3117197
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0005/y,-0.67227834
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0005/z,17.094624
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0006/x,-3.947046
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0006/y,0.012677381
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0006/z,5.9433956
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0007/x,-13.18929
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0007/y,-2.1362174
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0007/z,38.80219
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0009/x,-11.152038
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0009/y,-0.9108665
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0009/z,15.547162
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0012/x,-8.45883
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0012/y,-2.55009
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0012/z,29.757215
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0013/x,-14.460455
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0013/y,-3.2529666
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0013/z,46.51864
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0014/x,-11.418237
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0014/y,-0.5624085
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0014/z,10.712616
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0015/x,-11.998393
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0015/y,-0.53700703
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0015/z,11.429928
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0016/x,-10.937585
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0016/y,-2.1890445
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0016/z,24.32997
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0018/x,-6.5495977
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0018/y,-3.144119
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0018/z,43.921314
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0019/x,-9.007591
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0019/y,-2.7233698
747b48b8-ba5f-4ac8-bef2-47927f08ab60/0019/z,40.239372
